ESTILO;UNIDADES;DEPARTAMENTO
116483;24;640
116484;46;640
116485;19;640
116486;28;640
116487;10;640
116488;10;640
116489;17;640
116490;20;640
116491;15;640
116492;3;640
116493;19;640
116494;12;640
116495;24;640
116496;23;640
116497;14;640
116498;6;640
116499;47;640
116500;13;640
116501;23;640
116502;20;640
116503;8;640
116504;6;640
116505;12;640
116507;23;640
116508;24;640
116512;5;640
116513;9;640
116514;54;640
116516;25;640
116517;47;640
116518;43;640
116519;67;640
116520;46;640
116521;71;640
116522;72;640
116529;108;640
116530;120;640
116531;48;640
116532;48;640
116533;19;640
116534;14;640
116535;47;640
116536;24;640
116537;24;640
116538;20;640
116539;20;640
116540;23;640
116541;20;640
116542;24;640
116543;22;640
116544;19;640
116545;24;640
116546;40;640
116547;47;640
116548;45;640
116549;22;640
116550;24;640
116551;23;640
116552;20;640
116553;23;640
116554;44;640
116555;40;640
116557;24;640
116558;24;646
116559;40;646
116560;87;646
116561;214;646
116562;72;646
116563;48;646
116564;44;646
116565;16;646
116566;22;646
116567;11;646
116568;22;646
116569;23;646
116570;41;646
116571;43;646
116572;24;646
116573;47;646
116575;84;646
116576;47;646
116577;143;646
116578;37;646
116579;12;646
116580;19;646
116581;16;646
116582;21;646
116583;14;646
116584;80;646
116585;47;646
116586;44;646
116587;22;646
116588;46;646
116589;45;646
116590;23;646
116591;44;646
116592;15;646
116593;61;646
116594;17;646
116595;22;646
116596;44;646
116597;31;646
116598;42;646
116601;44;646
116602;35;646
116603;43;646
116604;47;646
116605;29;646
116606;48;646
116607;22;646
116608;19;646
116609;71;646
116610;88;646
116611;86;646
116612;32;646
116613;167;646
116614;3;646
116615;51;646
116616;98;646
116617;131;646
116618;43;646
116619;24;646
116620;22;646
116621;16;646
116622;18;646
116623;70;646
116624;46;646
116625;43;646
116626;25;646
116628;13;646
116629;10;646
116630;23;646
116631;20;646
116632;23;646
116633;16;646
116634;18;646
116635;46;646
116636;40;646
116637;60;646
116638;46;646
116639;72;646
116640;71;647
116641;48;647
116642;24;647
116643;18;647
116644;68;647
116645;93;647
116646;44;647
116647;21;647
116648;108;647
116649;89;647
116650;16;647
116651;42;647
116652;45;647
116653;57;647
116654;112;647
116655;63;647
116656;58;647
116657;46;647
116658;24;647
116659;70;647
116660;111;647
116661;43;647
116662;46;647
116663;46;647
116664;44;647
116665;22;647
116666;54;647
116667;81;647
116668;106;647
116669;72;647
116670;72;647
116671;45;647
116672;48;647
116673;40;647
116674;73;647
116755;11;661
116756;19;660
116757;33;660
116764;21;664
116773;48;660
116774;47;660
116787;49;661
116788;24;661
116791;47;661
116799;61;667
116800;32;667
116805;53;667
116807;16;667
116833;1;725
116841;5;725
116844;5;725
116848;3;725
116849;4;725
116854;5;725
116867;99;648
116922;4;604
116925;7;604
116926;10;604
116927;6;604
116929;3;604
116932;4;604
116933;6;604
116937;118;604
116938;3;604
116940;2;604
116941;45;604
116944;4;604
116945;89;604
116947;21;604
116953;38;604
116954;74;604
116956;36;604
116957;11;604
116959;52;604
116960;2;604
116961;8;604
116963;5;604
116964;2;604
116965;15;604
116967;45;604
116968;25;604
116971;2;604
116973;15;604
116974;91;604
116976;20;604
116977;11;604
116978;2;604
117011;20;602
117017;76;701
117025;81;730
117026;9;667
117027;5;667
117028;13;667
117034;34;667
117045;9;667
117048;13;667
117082;22;662
117089;7;733
117090;5;733
117092;4;733
117093;16;661
117094;16;661
117095;14;605
117096;7;605
117098;14;605
117099;29;605
117100;80;605
117101;41;605
117102;114;605
117103;91;605
117104;34;605
117105;160;605
117106;33;605
117107;138;605
117108;43;605
117109;45;605
117110;105;605
117111;43;605
117112;29;661
117113;68;605
117114;7;605
117115;13;605
117117;10;605
117118;30;605
117119;30;605
117120;117;605
117121;6;605
117122;18;605
117123;31;605
117124;16;605
117125;55;605
117126;12;605
117128;154;605
117129;36;605
117130;15;605
117131;113;605
117133;47;605
117134;69;605
117135;11;661
117138;21;605
117139;20;605
117140;8;605
117141;12;605
117142;10;605
117143;11;605
117144;1;605
117145;1;605
117146;22;721
117147;2;605
117148;7;605
117149;2;605
117150;3;605
117151;10;605
117152;2;605
117154;31;661
117155;12;661
117157;30;721
117158;23;721
117160;38;721
117162;23;721
117164;104;662
117172;106;604
117174;7;604
117177;16;604
117178;26;604
117179;1;604
117181;5;604
117184;4;604
117185;34;604
117187;23;604
117188;51;604
117192;12;604
117195;21;604
117196;16;604
117198;4;604
117207;4;604
117226;13;721
117228;9;721
117231;27;721
117232;24;721
117234;24;721
117236;24;721
117241;87;662
117242;53;721
117244;38;721
117246;26;721
117248;9;721
117258;54;721
117260;11;667
117264;80;662
117265;3;667
117269;16;667
117270;18;667
117271;17;667
117274;44;721
117276;1;667
117279;1;667
117283;7;667
117284;30;721
117287;7;667
117289;3;667
117290;6;667
117291;1;667
117294;27;721
117298;38;662
117305;5;667
117306;1;667
117308;15;667
117309;33;662
117310;70;605
117311;85;605
117312;5;605
117313;17;605
117314;68;605
117315;32;605
117316;54;605
117317;507;605
117318;166;605
117319;80;605
117320;125;605
117321;34;605
117322;46;605
117323;34;605
117324;140;605
117325;7;605
117326;23;605
117327;55;605
117328;34;605
117329;26;605
117330;72;605
117332;95;605
117333;76;605
117334;66;605
117335;59;662
117336;95;605
117337;33;605
117338;43;721
117339;34;605
117340;22;605
117341;23;605
117342;34;605
117343;1;605
117344;1;605
117345;31;721
117347;1;605
117348;1;605
117349;45;605
117350;23;605
117351;4;721
117352;21;721
117353;39;721
117354;26;721
117355;11;721
117356;18;721
117359;50;669
117360;2;667
117366;2;667
117367;4;667
117368;17;667
117370;7;667
117371;1;667
117372;5;667
117373;1;667
117374;6;667
117385;3;680
117388;5;680
117393;1;680
117403;1;680
117410;59;660
117412;16;660
117413;1;660
117414;46;660
117415;22;660
117417;72;660
117418;10;660
117462;27;660
117550;56;662
117583;41;721
117637;48;700
117640;7;664
117652;3;664
117653;14;664
117657;10;664
117671;12;664
117685;8;726
117688;1;726
117689;23;664
117690;8;664
117696;6;726
117705;15;664
117723;14;664
117727;8;726
117733;7;664
117747;3;726
117754;5;664
117756;2;726
117775;1;664
117797;4;664
117801;13;726
117812;9;726
117819;1;664
117843;18;726
117861;10;726
117867;13;726
117871;9;726
117878;1;664
117906;8;664
117908;16;664
117909;19;664
117925;1;726
117926;1;726
117934;11;726
117937;2;726
117938;11;726
117946;5;726
117957;4;726
117961;1;726
117963;9;726
117964;1;726
117965;10;726
117968;2;682
117969;2;726
117980;5;683
118042;44;662
118045;17;662
118046;157;662
118048;4;662
118049;3;662
118050;20;662
118055;18;667
118063;12;667
118064;1;662
118065;1;660
118067;10;667
118068;30;660
118069;1;662
118073;1;662
118074;10;667
118075;3;662
118078;1;667
118080;17;667
118082;13;667
118085;10;667
118086;10;662
118087;11;667
118096;12;667
118100;12;667
118102;8;722
118104;216;722
118105;94;722
118106;248;722
118107;187;722
118108;188;722
118109;248;722
118110;230;722
118112;246;722
118113;178;722
118114;151;722
118115;160;722
118116;123;722
118117;235;722
118118;249;722
118119;244;722
118120;250;722
118121;249;722
118122;237;722
118123;246;722
118124;249;722
118125;250;722
118126;244;722
118127;249;722
118128;250;722
118130;233;722
118131;249;722
118132;221;722
118133;210;722
118134;205;722
118135;169;722
118136;239;722
118137;240;722
118142;236;722
118143;233;722
118144;226;722
118145;240;722
118146;249;722
118147;250;722
118148;244;722
118149;242;722
118158;208;722
118159;197;722
118160;185;722
118161;229;722
118162;245;722
118163;247;722
118164;248;722
118165;250;722
118166;250;722
118167;250;722
118168;225;722
118169;239;722
118170;214;722
118171;235;722
118176;234;722
118177;240;722
118178;226;722
118179;240;722
118180;250;722
118181;250;722
118182;246;722
118183;247;722
118193;100;722
118194;100;722
118195;100;722
118196;48;722
118197;41;722
118198;248;722
118199;48;722
118200;45;722
118201;46;722
118246;4;667
118248;3;667
118275;2;603
118277;5;603
118278;8;603
118279;1;603
118307;3;680
118310;2;680
118314;2;680
118321;1;680
118324;1;680
118327;2;680
118330;1;680
118335;1;680
118357;1;680
118367;1;680
118390;1;680
118393;14;667
118395;3;667
118396;23;662
118404;316;662
118478;294;662
118537;7;660
118538;6;660
118541;5;660
118544;12;660
118545;6;660
118546;3;660
118548;5;661
118550;14;661
118554;6;661
118555;2;660
118556;9;660
118557;5;660
118558;6;660
118559;5;660
118560;5;660
118561;12;660
118562;11;660
118563;11;660
118564;4;660
118565;11;660
118566;8;660
118567;12;660
118568;4;660
118569;23;660
118570;5;660
118573;6;660
118575;2;660
118583;11;642
118584;9;642
118643;1;722
118646;1;722
118652;4;704
118654;2;661
118655;1;669
118657;2;669
118658;13;661
118661;2;669
118662;2;669
118663;2;669
118664;1;669
118665;129;661
118666;12;660
118667;28;660
118711;23;660
118746;2;662
118750;2;662
118755;17;662
118756;4;662
118757;4;662
118781;3;662
118800;27;662
118801;8;662
118835;9;660
118840;60;703
118842;96;662
118843;220;660
118845;30;662
118857;2;604
118865;14;662
118866;20;662
118868;161;662
118870;164;662
118872;1;660
118873;14;660
118874;9;660
119168;12;664
119169;11;664
119179;10;664
119182;8;664
119189;2;664
119209;1;664
119243;1;664
119248;1;664
119256;6;664
119266;1;664
119268;1;664
119349;3;664
119350;5;664
119378;3;660
119379;5;660
119382;238;662
119383;243;662
119385;43;660
119387;48;660
119390;78;660
119442;1;740
119501;1;740
119509;1;740
119572;2;740
119574;1;740
119580;15;740
119585;15;740
119586;2;740
119587;12;740
119597;2;740
119599;2;740
119602;1;740
119603;2;740
119604;2;740
119608;2;740
119624;1;603
119625;14;603
119628;12;642
119631;8;642
119639;1;662
119644;19;726
119646;18;726
119647;3;740
119655;128;662
119665;111;662
119682;93;662
119683;4;740
119690;2;740
119696;1;740
119704;1;662
119729;94;722
119730;113;722
119731;120;722
119732;194;722
119734;149;722
119735;193;722
119736;181;722
119737;143;722
119738;168;722
119739;200;722
119740;194;722
119741;180;722
119742;200;722
119743;196;722
119744;189;722
119745;197;722
119746;200;722
119747;198;722
119748;200;722
119749;195;722
119751;196;722
119752;199;722
119753;199;722
119754;200;722
119755;197;722
119756;195;722
119758;200;722
119759;198;722
119760;200;722
119761;200;722
119762;198;722
119763;195;722
119764;200;722
119765;200;722
119767;191;722
119768;190;722
119769;171;722
119770;194;722
119771;200;722
119772;198;722
119773;198;722
119774;197;722
119775;196;722
119776;200;722
119777;200;722
119778;199;722
119780;199;722
119781;199;722
119782;197;722
119783;199;722
119784;200;722
119785;200;722
119786;198;722
119787;200;722
119788;199;722
119789;200;722
119790;200;722
119791;200;722
119792;200;722
119793;199;722
119794;200;722
119795;200;722
119796;200;722
119798;200;722
119799;200;722
119800;200;722
119801;200;722
119802;198;722
119803;200;722
119804;200;722
119805;200;722
119806;99;722
119807;85;722
119808;56;722
119809;199;722
119810;196;722
119811;197;722
119812;95;722
119814;93;722
119815;89;722
119821;36;662
119857;13;662
119938;21;661
119946;23;660
119969;7;661
119976;20;648
119979;19;648
119988;21;648
119993;20;648
119996;20;648
119998;20;648
120003;4;683
120010;4;683
120018;5;683
120024;4;683
120035;4;683
120036;1;683
120058;1;683
120066;1;683
120069;6;683
120070;5;683
120071;7;683
120072;2;683
120074;1;683
120076;2;683
120080;5;683
120085;2;683
120086;2;683
120092;4;683
120096;3;683
120098;2;683
120108;2;683
120113;4;683
120114;6;683
120116;5;683
120118;1;683
120119;9;683
120123;41;660
120134;1;683
120135;5;683
120170;3;683
120203;6;683
120236;11;683
120285;2;683
120296;1;683
120300;9;726
120301;46;660
120303;12;726
120304;12;726
120309;16;662
120362;5;667
120367;1;667
120369;18;660
120370;9;660
120371;18;660
120373;14;660
120375;21;660
120377;1;680
120378;3;680
120386;4;680
120394;1;680
120395;14;680
120400;2;680
120401;7;680
120405;5;680
120409;16;680
120412;3;680
120414;8;680
120421;15;680
120424;4;680
120438;16;662
120440;5;680
120442;7;680
120444;7;680
120446;3;680
120451;10;680
120452;7;680
120458;13;680
120465;29;662
120467;8;662
120468;6;662
120478;24;661
120489;2;702
120519;6;702
120520;1;702
120529;7;702
120532;2;702
120534;2;702
120536;2;702
120545;5;603
120547;1;603
120548;18;603
120549;13;603
120551;3;664
120560;24;661
120561;12;661
120576;16;667
120578;21;667
120579;14;667
120580;17;667
120581;1;667
120583;1;667
120584;2;667
120587;1;667
120600;2;667
120626;517;662
120628;42;662
120632;8;726
120633;16;726
120635;10;726
120636;20;726
120637;5;660
120638;30;726
120645;16;726
120654;11;726
120655;14;726
120656;16;726
120657;16;726
120658;16;726
120659;23;660
120660;15;726
120661;16;726
120662;16;726
120665;14;660
120666;24;660
120668;46;660
120669;5;700
120670;44;660
120674;71;660
120675;48;660
120676;32;660
120710;13;725
120711;26;725
120712;19;725
120714;21;725
120729;1;602
120736;10;725
120737;25;683
120740;12;730
120743;1344;662
120756;2;626
120760;2;643
120765;11;643
120768;12;641
120790;5;641
120791;15;641
120792;9;641
120796;12;643
120803;2;626
120804;10;626
120805;3;626
120807;2;626
120809;2;643
120810;1;626
120869;2;601
120886;8;721
120888;4;626
120889;3;626
120890;2;626
120897;1;626
120901;12;626
120902;92;626
120909;3;626
120911;3;626
120914;4;626
120916;2;626
120991;5;602
121007;14;642
121009;10;642
121047;8;726
121050;14;726
121051;12;726
121055;2;726
121056;1;726
121057;17;726
121058;17;726
121059;5;726
121060;16;726
121061;24;726
121062;24;726
121066;1;742
121067;54;669
121068;47;669
121070;15;669
121071;13;669
121072;54;669
121073;36;669
121074;17;669
121075;24;669
121077;8;669
121078;25;669
121081;20;669
121083;44;669
121084;157;669
121087;53;669
121089;2;742
121093;1;742
121095;2;742
121098;2;742
121101;1;742
121103;27;648
121104;52;648
121105;31;648
121106;1;648
121107;1;742
121108;7;648
121109;82;648
121111;79;648
121113;79;648
121114;85;648
121115;4;648
121116;1;648
121119;2;648
121120;1;648
121121;9;648
121123;13;648
121124;1;742
121129;8;648
121130;2;742
121134;2;742
121151;1;640
121152;2;640
121155;5;640
121157;8;640
121158;1;640
121169;5;730
121177;4;730
121269;2;730
121286;13;661
121294;11;661
121296;18;661
121302;1;742
121304;2;742
121309;2;742
121310;10;661
121311;5;741
121326;5;742
121328;21;640
121329;260;701
121330;35;701
121346;2;700
121349;4;704
121350;6;704
121351;25;704
121353;23;704
121434;10;626
121439;22;704
121458;11;626
121459;11;626
121461;9;626
121462;9;626
121463;5;626
121464;47;626
121466;12;626
121467;3;626
121468;14;704
121469;15;626
121470;6;626
121471;31;626
121472;9;626
121473;6;626
121474;18;626
121475;14;626
121476;15;626
121479;47;626
121480;4;626
121482;18;626
121483;20;626
121484;28;626
121485;30;626
121486;3;626
121487;19;626
121488;10;626
121489;34;626
121490;6;626
121494;2;626
121496;9;626
121497;4;626
121498;5;626
121499;4;626
121501;1;626
121502;4;626
121503;9;626
121504;12;626
121505;8;626
121506;5;626
121509;3;626
121513;12;704
121525;1;626
121529;9;704
121534;1;626
121542;9;626
121544;3;626
121545;6;626
121547;6;626
121548;12;626
121549;1;626
121551;5;626
121552;8;626
121553;16;626
121554;16;626
121555;89;626
121556;12;626
121557;14;626
121558;2;626
121559;3;626
121560;1;626
121561;14;626
121563;9;626
121564;13;626
121565;13;626
121568;1;626
121569;9;626
121570;23;626
